id_usuario,horas_ouvidas_rock,horas_ouvidas_samba,horas_ouvidas_pop,horas_ouvidas_rap
1354,41,4,17,25
1355,15,10,14,34
1356,38,25,44,2
1357,31,43,11,48
1358,19,14,5,8
1359,49,31,0,19
1360,37,36,38,18
1361,50,50,28,13
1362,4,3,0,19
1363,30,13,13,49
1364,45,11,15,5
1365,28,14,13,42
1366,32,46,34,12
1367,13,32,16,30
1368,40,47,42,1
1369,4,13,32,11
1370,14,1,44,41
1371,43,18,13,14
1372,31,48,42,16
1373,36,3,25,2
1374,49,44,1,2
1375,15,18,12,35
1376,15,17,42,22
1377,10,42,7,7
1378,2,9,17,34
1379,13,0,12,49
1380,43,4,15,49
1381,39,6,11,45
1382,34,21,37,46
1383,7,50,44,35
1384,38,25,43,44
1385,8,21,11,37
1386,29,36,24,27
1387,21,15,41,0
1388,33,37,6,20
1389,24,23,6,13
1390,31,39,9,14
1391,1,9,39,35
1392,38,14,28,1
1393,46,21,20,30
1394,14,7,31,31
1395,11,29,39,47
1396,16,14,29,31
1397,48,42,10,36
1398,23,48,11,7
1399,2,43,29,40
1400,12,18,40,9
1401,14,45,22,20
1402,40,34,4,21
1403,27,2,17,22
1404,50,37,6,36
1405,20,3,11,49
1406,47,19,29,22
1407,37,43,39,35
1408,2,2,45,23
1409,48,22,9,47
1410,22,38,29,24
1411,44,6,15,28
1412,44,30,14,3
1413,25,26,35,48
1414,46,9,35,24
1415,29,16,30,6
1416,27,7,15,18
1417,22,4,32,43
1418,48,6,43,32
1419,50,37,25,34
1420,24,50,2,43
1421,19,36,39,32
1422,29,34,41,40
1423,25,27,12,7
1424,47,31,14,49
1425,35,5,47,1
1426,42,20,38,16
1427,10,26,5,4
1428,41,49,4,39
1429,39,9,4,46
1430,21,30,37,2
1431,5,35,7,14
1432,50,34,4,17
1433,18,20,33,42
1434,22,44,24,29
1435,18,48,13,16
1436,37,26,36,30
1437,8,49,3,7
1438,38,39,36,29
1439,10,23,41,33
1440,48,19,20,47
1441,29,36,5,50
1442,24,11,30,1
1443,36,21,33,46
1444,48,35,8,39
1445,1,12,19,13
1446,33,42,4,25
1447,11,20,43,13
1448,5,32,14,26
1449,22,1,39,38
1450,16,5,40,3
1451,20,22,42,38
1452,13,31,32,18
1453,47,6,35,16
1454,16,35,18,18
1455,29,21,7,3
1456,41,45,35,45
1457,42,44,13,41
1458,3,36,32,11
1459,20,14,19,3
1460,34,6,15,38
1461,10,26,31,31
1462,7,50,31,34
1463,0,38,30,18
1464,14,13,44,20
1465,41,29,10,37
1466,11,18,26,40
1467,25,24,39,19
1468,10,37,40,33
1469,50,4,37,8
1470,9,49,9,38
1471,1,23,50,7
1472,32,11,15,2
1473,0,27,2,23
1474,50,18,15,1
1475,4,40,5,47
1476,13,43,24,39
1477,21,0,27,37
1478,9,19,48,35
1479,2,19,23,37
1480,13,11,50,41
1481,33,34,48,27
1482,11,46,37,23
1483,39,41,10,12
1484,13,38,3,49
1485,43,41,8,13
1486,9,3,2,16
1487,46,2,1,3
1488,31,23,2,31
1489,24,44,5,48
1490,37,18,48,41
1491,26,31,26,45
1492,39,8,15,41
1493,44,39,24,40
1494,3,30,23,11
1495,34,8,38,0
1496,23,7,11,3
1497,21,17,28,30
1498,26,25,3,28
1499,19,23,30,46
1500,7,34,5,40
1501,39,31,34,24
1502,35,6,12,10
1503,26,4,27,38
1504,30,12,14,49
1505,25,19,27,17
1506,46,11,28,31
1507,15,7,22,10
1508,48,36,6,49
1509,32,42,22,43
1510,16,6,34,28
1511,44,27,3,29
1512,47,2,15,13
1513,26,38,11,19
1514,25,13,3,26
1515,37,26,13,39
1516,5,36,32,26
1517,39,8,11,5
1518,13,43,8,17
1519,34,6,33,1
1520,12,41,1,41
1521,44,17,24,40
1522,47,6,32,7
1523,37,18,11,13
1524,10,36,17,29
1525,1,34,47,37
1526,32,48,40,0
1527,41,6,47,9
1528,37,11,19,20
1529,15,30,25,41
1530,12,48,16,12
1531,37,32,11,18
1532,16,40,3,22
1533,19,1,49,47
1534,18,17,35,43
1535,23,37,8,18
1536,12,0,4,31
1537,47,0,16,3
1538,38,49,47,1
1539,10,27,45,28
1540,47,35,37,41
1541,33,13,6,31
1542,26,13,0,9
1543,16,47,49,29
1544,7,14,3,41
1545,34,8,7,35
1546,28,13,1,23
1547,16,28,33,3
1548,49,11,22,8
1549,49,11,33,38
1550,4,45,27,12
1551,31,42,40,30
1552,30,36,23,10
1553,41,34,4,6
1554,47,20,35,4
1555,50,32,11,48
1556,5,0,19,43
1557,34,35,13,17
1558,32,47,45,36
1559,39,29,16,46
1560,37,12,42,20
1561,1,6,31,42
1562,1,31,37,14
1563,13,50,36,8
1564,13,34,41,16
1565,15,45,39,2
1566,6,3,49,16
1567,48,16,18,19
1568,35,41,31,4
1569,49,5,7,10
1570,5,49,12,28
1571,49,35,19,48
1572,6,1,1,43
1573,25,41,8,1
1574,26,18,48,24
1575,20,23,43,23
1576,46,2,37,0
1577,32,12,36,10
1578,39,34,44,43
1579,38,30,33,28
1580,5,20,41,20
1581,34,41,5,8
1582,6,44,25,18
1583,49,24,18,0
1584,9,25,27,30
1585,24,17,49,28
1586,4,26,29,31
1587,7,37,5,1
1588,43,9,47,10
1589,7,13,0,35
1590,15,33,30,39
1591,5,27,50,14
1592,42,32,23,49
1593,42,7,1,47
1594,1,37,18,33
1595,33,6,4,9
1596,43,0,15,14
1597,36,10,3,11
1598,29,18,16,50
1599,40,27,9,30
1600,39,13,38,2
1601,37,1,2,29
1602,16,40,43,7
1603,44,29,33,1
1604,8,32,44,40
1605,37,27,14,42
1606,5,25,32,27
1607,6,13,15,4
1608,27,21,3,6
1609,0,20,34,26
1610,17,2,45,45
1611,9,40,25,37
1612,41,5,14,10
1613,35,7,36,46
1614,29,3,28,7
1615,21,17,19,17
1616,50,23,19,32
1617,10,18,46,9
1618,3,23,38,36
1619,19,18,5,42
1620,31,35,17,12
1621,4,25,48,22
1622,1,41,22,14
1623,37,32,14,3
1624,29,0,21,4
1625,0,0,31,18
1626,45,25,13,0
1627,41,50,15,28
1628,0,25,49,34
1629,36,31,6,14
1630,49,43,25,14
1631,42,33,32,42
1632,23,47,4,24
1633,36,46,16,19
1634,12,11,33,40
1635,8,19,1,35
1636,18,17,35,8
1637,42,28,15,17
1638,49,36,29,27
1639,38,11,19,1
1640,47,24,10,8
1641,16,30,9,39
1642,43,0,8,50
1643,12,9,36,27
1644,47,16,50,5
1645,17,28,0,5
1646,7,49,39,21
1647,6,29,17,42
1648,37,49,37,38
1649,12,10,18,31
1650,39,35,21,31
1651,16,40,7,14
1652,1,44,9,44
1653,3,28,41,7
1654,31,14,38,15
1655,15,48,22,28
1656,7,50,33,33
1657,37,33,14,39
1658,45,30,7,50
1659,49,13,23,43
1660,9,38,25,32
1661,19,15,21,37
1662,1,27,7,21
1663,15,50,7,8
1664,32,14,1,14
1665,9,3,19,37
1666,15,37,22,9
1667,3,46,15,14
1668,34,34,4,9
1669,7,20,2,36
1670,13,23,4,11
1671,30,16,46,48
1672,18,48,24,15
1673,50,3,24,14
1674,14,43,24,2
1675,12,3,40,10
1676,25,42,25,35
1677,2,5,24,6
1678,13,6,13,29
1679,45,37,38,41
1680,32,39,3,40
1681,41,37,29,22
1682,14,1,5,36
1683,31,10,17,35
1684,9,29,39,38
1685,27,46,10,7
1686,2,50,44,14
1687,16,22,32,6
1688,16,12,16,5
1689,50,5,9,5
1690,4,0,7,15
1691,6,15,41,26
1692,36,25,6,33
1693,3,29,39,33
1694,12,34,3,47
1695,20,34,48,6
1696,29,31,19,23
1697,26,14,1,32
1698,25,24,21,13
1699,27,44,15,47
1700,44,14,27,10
1701,4,32,17,47
1702,6,6,15,5
1703,48,37,16,27
1704,8,14,7,25
1705,30,22,39,38
1706,23,36,39,6
1707,29,20,0,5
1708,47,26,19,41
1709,2,40,4,48
1710,6,21,40,49
1711,8,0,49,47
1712,16,16,36,17
1713,22,0,37,20
1714,3,26,35,34
1715,26,13,41,15
1716,21,46,50,19
1717,38,17,45,11
1718,2,12,33,31
1719,10,19,45,20
1720,48,50,45,49
1721,35,39,2,20
1722,49,21,9,34
1723,11,31,37,40
1724,8,7,42,39
1725,47,31,32,45
1726,14,4,12,11
1727,1,46,29,41
1728,13,11,18,50
1729,41,38,4,49
1730,42,21,11,48
1731,3,2,2,16
1732,41,23,38,10
1733,29,30,33,11
1734,46,25,8,17
1735,2,4,27,21
1736,8,7,41,3
1737,9,35,0,14
1738,49,46,46,42
1739,6,16,48,40
1740,34,24,32,37
1741,29,43,5,23
1742,12,43,6,29
1743,4,30,48,38
1744,7,44,7,47
1745,28,49,34,30
1746,45,29,46,34
1747,38,2,3,7
1748,13,31,10,26
1749,20,6,19,10
1750,21,46,5,2
1751,44,10,0,36
1752,3,20,46,24
1753,44,16,13,30
1754,26,15,0,46
1755,9,10,3,49
1756,1,3,1,18
1757,46,35,22,24
1758,22,27,33,11
1759,5,43,15,4
1760,8,9,50,45
1761,6,8,15,8
1762,22,1,10,34
1763,47,18,12,48
1764,49,32,45,1
1765,48,29,28,5
1766,29,30,22,38
1767,33,17,15,36
1768,5,12,32,35
1769,0,40,48,18
1770,9,35,26,45
1771,8,33,11,21
1772,30,23,40,1
1773,13,8,39,17
1774,41,11,30,40
1775,13,0,35,21
1776,42,14,40,35
1777,1,26,37,25
1778,20,28,31,41
1779,7,38,50,35
1780,50,12,42,39
1781,4,10,8,14
1782,19,25,25,22
1783,19,1,24,38
1784,39,45,49,9
1785,41,5,31,35
1786,6,8,36,25
1787,45,29,11,14
1788,4,39,21,0
1789,13,36,31,27
1790,15,11,49,36
1791,33,45,11,5
1792,49,24,15,3
1793,45,13,10,8
1794,19,31,30,34
1795,27,35,23,37
1796,41,34,20,21
1797,36,11,7,38
1798,16,3,35,43
1799,26,49,41,36
1800,49,50,42,25
1801,25,27,27,32
1802,16,29,47,17
1803,0,34,5,22
1804,29,33,24,9
1805,45,48,45,11
1806,47,50,39,20
1807,37,44,24,6
1808,13,40,22,15
1809,16,33,22,13
1810,21,36,23,19
1811,12,23,36,7
1812,33,9,25,5
1813,24,31,0,19
1814,22,17,46,35
1815,46,0,12,27
1816,48,41,33,24
1817,42,7,31,32
1818,47,19,2,9
1819,0,11,31,24
1820,40,25,47,12
1821,11,34,49,17
1822,9,23,9,26
1823,42,31,25,0
1824,46,5,20,22
1825,37,10,19,32
1826,16,24,6,35
1827,1,9,25,3
1828,15,15,4,25
1829,37,34,21,44
1830,23,8,41,31
1831,6,43,47,38
1832,38,48,42,39
1833,10,25,35,6
1834,15,46,41,4
1835,37,30,29,5
1836,33,42,13,14
1837,10,13,33,18
1838,30,46,40,30
1839,5,4,45,12
1840,27,18,1,12
1841,15,7,22,38
1842,40,22,29,32
1843,45,27,21,36
1844,35,42,48,37
1845,49,10,16,24
1846,14,34,3,31
1847,14,41,14,26
1848,2,0,32,5
1849,11,39,48,47
1850,41,23,38,29
1851,26,10,17,37
1852,2,47,14,40
1853,39,13,17,4
1854,20,28,36,40
1855,49,49,2,25
1856,26,19,27,22
1857,27,23,43,36
1858,37,3,4,37
1859,20,0,13,3
1860,5,9,25,16
1861,13,26,48,15
1862,9,17,25,8
1863,50,8,40,43
1864,34,28,26,9
1865,15,2,16,19
1866,30,33,27,33
1867,41,19,48,24
1868,49,49,15,20
1869,40,0,2,0
1870,29,28,13,40
1871,12,38,7,1
1872,13,49,17,19
1873,34,41,45,45
1874,20,35,32,2
1875,39,21,34,2
1876,48,33,3,15
1877,27,12,16,27
1878,6,30,12,29
1879,38,10,14,7
1880,28,39,38,6
1881,40,37,39,11
1882,14,5,42,7
1883,17,1,28,5
1884,3,20,23,13
1885,49,50,32,35
1886,4,37,21,42
1887,40,44,42,23
1888,22,46,40,26
1889,5,12,0,43
1890,22,35,45,41
1891,45,30,37,1
1892,8,39,10,18
1893,37,16,18,11
1894,13,31,11,26
1895,4,50,34,18
1896,0,48,3,33
1897,50,33,1,22
1898,15,13,19,29
1899,15,40,35,42
1900,24,25,25,42
1901,38,1,25,19
1902,21,36,17,13
1903,32,35,2,39
1904,17,1,50,26
1905,11,0,29,3
1906,30,45,32,13
1907,12,47,48,25
1908,4,30,42,38
1909,36,49,6,7
1910,15,50,34,26
1911,37,12,21,32
1912,47,16,37,9
1913,27,10,11,47
1914,22,10,32,44
1915,39,16,4,1
1916,15,43,12,28
1917,30,39,40,45
1918,30,49,2,41
1919,21,8,37,11
1920,14,0,39,46
1921,1,5,1,34
1922,27,18,16,2
1923,13,29,46,37
1924,16,30,7,49
1925,40,24,31,2
1926,45,41,13,43
1927,47,20,4,8
1928,4,14,11,32
1929,28,23,49,17
1930,23,26,18,34
1931,45,16,20,7
1932,3,21,25,50
1933,32,23,10,26
1934,17,4,11,37
1935,26,10,41,0
1936,36,49,48,23
1937,24,25,0,3
1938,44,14,47,16
1939,42,49,11,15
1940,50,3,18,35
1941,30,20,44,9
1942,26,11,30,3
1943,15,10,3,42
1944,40,18,30,50
1945,20,21,27,4
1946,44,3,34,9
1947,14,33,16,1
1948,32,30,8,43
1949,44,34,46,8
1950,13,40,2,1
1951,40,43,46,43
1952,37,50,8,18
1953,6,16,8,31
1954,17,0,35,15
1955,2,47,7,22
1956,11,0,16,40
1957,10,6,8,13
1958,3,48,9,46
1959,11,2,17,2
1960,36,32,36,22
1961,11,30,23,18
1962,44,38,15,32
1963,15,26,47,10
1964,23,37,21,31
1965,34,43,20,43
1966,23,27,50,31
1967,7,30,27,39
1968,45,47,37,26
1969,47,18,32,11
1970,26,8,3,40
1971,28,20,36,19
1972,46,46,44,34
1973,30,15,6,2
1974,15,4,20,42
1975,24,1,34,33
1976,44,27,39,44
1977,5,0,18,25
1978,26,34,38,19
1979,4,10,3,9
1980,24,17,33,50
1981,33,25,18,34
1982,28,3,7,38
1983,29,13,15,10
1984,12,42,11,21
1985,24,44,38,5
1986,49,43,34,32
1987,38,15,19,20
1988,48,42,7,32
1989,22,26,1,19
1990,42,28,1,6
1991,13,16,20,44
1992,28,50,33,46
1993,35,11,9,2
1994,12,34,0,37
1995,39,36,17,33
1996,48,40,34,18
1997,40,12,7,34
1998,29,17,31,46
1999,23,26,3,17
2000,7,29,47,18
2001,40,14,2,13
2002,47,38,37,27
2003,43,16,28,16
2004,17,8,4,35
2005,35,42,30,6
2006,44,12,50,35
2007,29,46,1,20
2008,26,24,8,21
2009,28,1,50,24
2010,40,10,27,26
2011,33,16,11,37
2012,25,30,0,34
2013,44,23,1,15
2014,24,27,19,20
2015,45,12,29,39
2016,7,22,11,10
2017,37,1,48,41
2018,46,23,24,8
2019,12,39,30,50
2020,4,38,19,8
2021,5,26,48,7
2022,13,50,42,50
2023,9,14,46,10
2024,24,44,45,5
2025,37,37,41,37
2026,26,21,44,10
2027,46,16,27,22
2028,47,7,49,10
2029,20,50,45,30
2030,22,27,26,8
2031,5,9,36,30
2032,24,31,4,22
2033,50,17,50,46
2034,23,13,42,23
2035,24,34,48,27
2036,37,22,24,13
2037,30,48,45,46
2038,20,46,14,12
2039,26,49,40,14
2040,41,18,33,5
2041,36,28,23,47
2042,6,35,7,26
2043,19,26,30,24
2044,49,15,29,4
2045,2,29,40,13
2046,44,10,14,15
2047,12,39,48,22
2048,15,49,23,20
2049,45,41,9,32
2050,45,44,50,14
2051,20,48,1,30
2052,47,7,33,50
2053,15,43,38,48
2054,46,30,26,46
2055,25,11,43,0
2056,30,13,11,34
2057,32,46,32,23
2058,39,26,33,19
2059,9,34,3,3
2060,48,8,11,28
2061,10,32,22,6
2062,2,11,35,18
2063,41,12,48,22
2064,31,22,45,46
2065,1,38,18,39
2066,20,20,14,30
2067,42,4,47,22
2068,16,11,24,3
2069,50,2,47,48
2070,25,1,0,27
2071,37,14,39,9
2072,49,39,14,27
2073,28,37,22,8
2074,4,42,34,8
2075,21,18,13,13
2076,28,35,39,1
2077,22,13,50,12
2078,33,9,8,3
2079,8,48,23,42
2080,20,10,45,24
2081,17,38,33,3
2082,14,6,41,46
2083,17,36,0,45
2084,20,32,43,15
2085,25,36,46,35
2086,43,34,23,26
2087,32,6,42,8
2088,9,25,26,36
2089,39,26,29,18
2090,31,6,0,1
2091,35,6,6,47
2092,0,50,46,19
2093,21,18,27,15
2094,11,49,14,15
2095,25,46,39,13
2096,10,19,47,32
2097,13,0,5,49
2098,22,0,34,17
2099,14,9,1,15
2100,15,46,37,19
2101,6,6,48,12
2102,22,44,19,24
2103,6,5,6,33
2104,38,27,4,33
2105,34,41,17,0
2106,39,44,23,34
2107,15,22,40,43
2108,32,4,45,7
2109,0,33,29,31
2110,35,37,43,22
2111,28,8,45,13
2112,6,3,3,43
2113,50,10,33,36
2114,11,33,26,32
2115,9,14,13,12
2116,22,47,50,50
2117,22,21,22,7
2118,37,18,2,20
2119,36,48,50,2
2120,9,24,22,48
2121,47,7,14,31
2122,9,21,38,11
2123,37,48,6,26
2124,26,28,11,37
2125,11,13,6,26
2126,16,46,0,2
2127,11,31,7,4
2128,21,0,32,50
2129,10,20,17,6
2130,48,45,37,26
2131,29,34,5,2
2132,48,22,42,41
2133,8,14,3,8
2134,5,26,8,29
2135,19,36,47,29
2136,22,28,42,28
2137,20,16,12,50
2138,9,25,17,3
2139,10,17,36,42
2140,9,39,14,33
2141,43,11,6,41
2142,7,46,46,32
2143,36,15,42,12
2144,31,44,2,5
2145,30,22,24,44
2146,48,30,43,44
2147,6,21,23,2
2148,47,27,6,49
2149,22,19,11,4
2150,45,40,0,14
2151,23,40,35,23
2152,6,4,4,37
2153,38,4,34,42
2154,33,16,37,22
2155,15,42,26,38
2156,0,3,4,10
2157,34,20,16,28
2158,8,35,8,42
2159,29,17,14,12
2160,20,50,19,48
2161,1,20,38,18
2162,27,44,6,26
2163,11,8,50,2
2164,26,24,10,9
2165,37,38,33,34
2166,44,16,49,27
2167,28,44,19,41
2168,17,24,31,31
2169,25,48,14,10
2170,1,34,29,47
2171,6,35,36,46
2172,47,31,27,23
2173,45,33,38,19
2174,48,30,43,36
2175,43,38,40,40
2176,41,13,27,34
2177,15,30,28,29
2178,31,18,0,18
2179,2,17,21,28
2180,5,25,11,19
2181,1,46,34,42
2182,37,21,44,14
2183,44,50,25,31
2184,10,32,28,44
2185,19,21,44,46
2186,15,0,48,35
2187,43,45,16,10
2188,28,31,27,40
2189,0,29,33,40
2190,27,2,24,4
2191,20,28,11,38
2192,40,15,10,8
2193,14,3,20,30
2194,33,9,49,13
2195,4,25,10,34
2196,16,48,32,35
2197,11,45,30,44
2198,25,15,12,25
2199,34,14,7,38
2200,25,8,14,44
2201,6,33,4,28
2202,48,30,26,28
2203,28,31,36,5
2204,19,42,23,49
2205,5,46,44,39
2206,47,12,28,24
2207,15,37,9,49
2208,42,40,12,17
2209,17,47,42,5
2210,0,2,37,8
2211,16,18,37,15
2212,27,16,18,23
2213,18,42,26,17
2214,46,7,20,4
2215,14,42,6,47
2216,25,35,42,11
2217,6,24,31,21
2218,11,36,33,42
2219,29,4,23,50
2220,34,44,20,12
2221,38,49,25,2
2222,45,24,38,35
2223,32,39,19,11
2224,17,46,35,37
2225,1,17,12,24
2226,37,22,0,22
2227,25,27,24,14
2228,0,44,20,46
2229,37,14,15,25
2230,32,34,7,42
2231,16,16,44,29
2232,36,26,15,48
2233,38,17,34,37
2234,37,43,48,45
2235,40,22,21,44
2236,33,23,13,25
2237,17,50,29,17
2238,13,3,49,46
2239,3,9,30,36
2240,5,10,42,39
2241,16,41,8,1
2242,15,37,22,31
2243,5,30,24,41
2244,0,23,15,44
2245,50,27,41,47
2246,45,44,42,38
2247,49,4,19,1
2248,31,50,12,25
2249,0,30,12,26
2250,16,8,37,35
2251,28,6,33,12
2252,4,6,44,36
2253,22,45,28,27
2254,0,42,11,38
2255,28,10,1,7
2256,44,16,38,20
2257,41,9,38,27
2258,45,48,41,31
2259,27,34,42,11
2260,17,4,21,36
2261,48,35,8,23
2262,22,40,45,42
2263,27,35,23,34
2264,30,25,14,26
2265,40,19,47,29
2266,33,49,36,42
2267,47,27,49,50
2268,4,25,13,17
2269,11,22,45,26
2270,16,30,16,17
2271,20,14,20,25
2272,48,6,0,8
2273,41,16,15,36
2274,21,8,2,13
2275,38,23,30,42
2276,50,3,41,17
2277,12,9,5,33
2278,48,9,30,28
2279,10,26,26,23
2280,22,10,42,21
2281,21,35,42,26
2282,20,44,33,28
2283,45,10,46,42
2284,22,29,44,26
2285,40,29,43,3
2286,29,16,5,40
2287,11,45,3,20
2288,26,11,3,2
2289,15,50,45,30
2290,3,0,20,33
2291,16,30,16,15
2292,40,3,49,35
2293,38,5,7,32
2294,41,15,39,21
2295,33,41,37,40
2296,44,16,41,15
2297,49,7,29,3
2298,22,47,37,25
2299,32,24,16,0
2300,14,26,7,32
2301,32,12,49,10
2302,24,14,22,5
2303,23,50,8,31
2304,4,1,5,22
2305,39,10,43,41
2306,23,37,35,14
2307,9,38,46,8
2308,17,7,0,42
2309,48,31,29,26
2310,29,25,15,28
2311,37,42,22,1
2312,2,37,34,44
2313,23,18,14,24
2314,38,42,35,43
2315,22,38,47,40
2316,6,36,12,13
2317,27,22,35,9
2318,11,23,20,21
2319,17,6,14,32
2320,33,26,26,33
2321,21,42,10,31
2322,38,41,38,24
2323,22,5,28,42
2324,31,25,43,12
2325,19,12,23,29
2326,40,17,10,39
2327,35,20,34,3
2328,2,18,14,1
2329,28,42,10,28
2330,40,19,3,24
2331,11,22,13,46
2332,15,0,31,13
2333,45,8,1,3
2334,40,4,12,50
2335,37,8,46,39
2336,19,37,2,50
2337,47,35,35,1
2338,17,17,27,24
2339,50,30,12,45
2340,11,6,1,4
2341,28,32,26,30
2342,25,47,30,39
2343,45,9,41,9
2344,24,25,23,12
2345,25,33,40,49
2346,46,34,49,13
2347,35,43,32,10
2348,5,15,32,42
2349,36,13,4,37
2350,44,20,41,40
2351,49,35,47,26
2352,10,14,18,25
2353,47,0,20,4
2354,35,46,19,45
2355,16,22,35,16
2356,3,18,46,17
2357,18,40,16,4
2358,7,27,22,25
2359,28,23,2,8
2360,46,32,5,43
2361,3,21,3,3
2362,1,31,39,47
2363,14,7,37,4
2364,43,0,42,40
2365,25,10,33,15
2366,2,2,45,4
2367,20,15,40,48
2368,14,47,20,48
2369,35,32,41,48
2370,35,3,3,18
2371,37,48,20,2
2372,0,32,3,49
2373,34,24,40,10
2374,49,3,35,10
2375,14,36,18,43
2376,35,10,19,16
2377,1,47,3,24
2378,38,26,9,25
2379,26,32,34,20
2380,4,49,38,20
2381,17,32,44,10
2382,35,23,6,36
2383,12,26,33,25
2384,9,36,24,22
2385,43,14,38,13
2386,22,40,16,28
2387,31,30,8,7
2388,49,45,24,49
2389,31,48,24,3
2390,10,36,47,46
2391,32,3,14,20
2392,2,5,38,41
2393,16,4,10,21
2394,17,26,6,22
2395,40,48,34,20
2396,22,40,44,11
2397,8,12,39,23
2398,21,24,17,38
2399,41,44,43,16
2400,33,30,19,23
2401,10,40,44,27
2402,30,12,14,42
2403,41,2,39,8
2404,15,38,50,31
2405,43,36,49,1
2406,38,17,38,0
2407,27,11,36,42
2408,4,39,3,34
2409,13,35,5,11
2410,24,34,39,48
2411,23,29,14,14
2412,10,50,12,40
2413,21,10,45,48
2414,25,23,44,27
2415,41,48,41,24
2416,13,3,21,36
2417,12,11,31,26
2418,13,12,10,49
2419,21,7,18,38
2420,21,42,30,47
2421,46,0,20,17
2422,24,2,8,31
2423,12,4,16,24
2424,3,20,33,36
2425,8,40,29,47
2426,34,15,20,26
2427,16,32,13,17
2428,44,44,40,28
2429,23,3,16,29
2430,26,38,50,16
2431,10,25,32,49
2432,29,16,8,33
2433,30,0,38,12
2434,32,35,32,10
2435,6,18,50,37
2436,24,14,42,9
2437,25,3,44,17
2438,42,10,31,11
2439,40,19,1,35
2440,12,49,42,3
2441,41,39,10,6
2442,49,33,24,43
2443,42,32,47,25
2444,48,0,35,10
2445,18,45,25,3
2446,26,35,34,12
2447,41,46,10,36
2448,35,11,46,33
2449,41,43,7,31
2450,20,10,27,27
2451,40,34,7,46
2452,38,21,3,47
2453,8,7,15,34
2454,22,42,46,15
2455,20,9,13,33
2456,43,13,6,3
2457,45,9,9,47
2458,28,30,49,20
2459,43,11,36,49
2460,23,23,21,50
2461,18,18,32,21
2462,32,25,36,9
2463,26,13,42,22
2464,37,32,47,5
2465,1,28,32,24
2466,0,4,46,15
2467,40,36,44,50
2468,38,5,14,37
2469,5,12,8,8
2470,32,6,0,30
2471,32,9,25,29
2472,28,25,17,28
2473,17,30,9,34
2474,47,42,8,45
2475,43,24,32,6
2476,37,12,32,27
2477,40,12,37,34
2478,6,29,30,41
2479,43,46,3,32
2480,3,45,7,31
2481,27,1,48,23
2482,4,48,23,9
2483,37,24,38,19
2484,25,2,11,18
2485,44,22,30,34
2486,28,20,24,46
2487,1,27,48,4
2488,36,37,34,36
2489,46,31,9,15
2490,31,43,18,0
2491,49,1,25,39
2492,29,38,25,42
2493,38,26,17,47
2494,18,44,41,14
2495,25,22,19,26
2496,47,49,42,50
2497,37,35,40,43
2498,13,0,31,44
2499,27,16,10,47
2500,25,2,24,43
2501,32,20,38,30
2502,37,23,24,6
2503,30,22,23,43
2504,49,14,44,45
2505,34,46,12,48
2506,3,11,36,16
2507,38,37,13,38
2508,34,49,32,0
2509,3,1,1,41
2510,7,43,22,16
2511,48,10,24,13
2512,41,34,3,20
2513,33,15,14,33
2514,21,13,24,5
2515,8,23,43,11
2516,43,43,38,38
2517,49,37,46,9
2518,18,15,46,17
2519,29,48,13,10
2520,28,17,4,12
2521,29,8,16,25
2522,39,37,43,24
2523,45,16,46,33
2524,9,3,35,34
2525,39,5,0,15
2526,9,41,1,35
2527,47,28,33,31
2528,43,29,7,21
2529,13,28,7,32
2530,47,24,14,3
2531,4,30,1,47
2532,36,30,22,15
2533,17,44,5,22
2534,5,30,4,27
2535,3,1,29,8
2536,27,27,6,32
2537,49,41,38,23
2538,47,48,4,33
2539,37,36,43,27
2540,11,11,40,12
2541,2,36,27,18
2542,8,8,13,15
2543,8,28,9,45
2544,15,46,35,29
2545,23,4,11,26
2546,43,15,49,21
2547,26,5,7,30
2548,13,36,37,48
2549,1,23,2,14
2550,39,35,16,20
2551,8,2,41,1
2552,30,20,48,7
2553,5,47,50,5
2554,48,26,0,32
2555,3,48,37,8
2556,31,29,38,22
2557,9,22,3,48
2558,47,19,50,10
2559,46,33,8,11
2560,45,14,19,41
2561,39,40,37,3
2562,48,33,11,29
2563,35,25,33,5
2564,1,43,3,22
2565,44,43,5,21
2566,0,5,26,26
2567,21,7,22,23
2568,10,6,13,20
2569,28,26,9,46
2570,20,20,47,43
2571,16,26,50,18
2572,23,48,28,48
2573,40,25,15,1
2574,39,14,31,33
2575,2,17,46,36
2576,1,32,40,4
2577,38,26,39,49
2578,25,35,43,48
2579,16,42,28,14
2580,50,27,33,44
2581,44,21,49,33
2582,5,31,34,5
2583,9,20,11,47
2584,19,41,3,7
2585,14,8,22,35
2586,32,43,0,40
2587,29,28,44,23
2588,10,29,13,10
2589,9,49,9,23
2590,11,49,0,34
2591,29,45,14,10
2592,38,23,33,41
2593,5,13,12,16
2594,17,4,42,35
2595,43,5,41,30
2596,25,44,38,13
2597,20,30,4,9
2598,5,6,46,50
2599,6,10,41,13
2600,33,25,24,34
2601,36,7,15,24
2602,4,11,10,30
2603,33,33,25,28
2604,48,41,19,25
2605,45,2,13,11
2606,27,33,44,49
2607,46,9,42,46
2608,40,33,34,24
2609,6,44,20,2
2610,7,46,33,47
2611,33,7,32,35
2612,38,21,32,10
2613,35,15,38,47
2614,8,3,8,38
2615,50,41,3,29
2616,8,32,24,49
2617,46,0,20,5
2618,2,50,5,30
2619,10,49,45,27
2620,45,1,35,1
